79	49	34	36331	139	1435.03
80	49	12	91876	169	1145.33
81	50	40	39074	96	800.38
82	51	44	70263	151	96.31
83	51	19	99069	47	650.92
84	51	24	23431	133	1451.57
85	52	5	16517	93	577.17
86	53	17	56846	171	655.96
87	55	2	57441	194	1200.45
88	55	32	43834	177	1267.33
89	55	27	616	164	1116.91
90	55	6	70499	188	510.19
91	56	44	6257	104	983.98
92	56	50	16666	116	701.06
93	56	29	78859	148	1272.21
94	57	37	87581	144	456.91
95	57	7	34400	168	1483.87
96	57	27	8107	144	1068.9
97	57	6	2772	167	238.42
98	58	15	78594	199	139.58
99	59	33	75615	187	641.87
100	60	28	15880	173	287.57
101	60	24	97092	174	1286.54
102	60	19	47235	198	660.85
103	61	6	39268	20	401.54
104	62	19	14801	42	1009.14
105	63	44	27185	136	1072.83
106	63	12	38029	10	21.97
107	63	46	89685	122	1251.93
108	64	27	80369	189	975.01
109	64	39	2277	57	272.36
110	65	29	62123	156	1410.86
111	65	48	36099	99	1291.15
112	65	13	19512	192	1163.68
113	65	49	53063	26	1410.01
114	66	49	15148	192	469.26
115	67	23	59385	47	929.6
116	68	32	5820	49	617.93
117	68	36	52837	11	378.17
118	68	20	87860	196	1126.76
119	70	14	89818	88	604.98
120	70	30	18210	147	1234.26
121	72	39	70218	5	596.1
122	73	27	70541	61	927.92
123	73	3	80828	93	1097.25
124	74	44	32212	127	49.95
125	74	39	61371	148	1013.67
126	75	23	93806	187	521.36
127	75	5	90824	187	334.54
128	75	18	5068	58	558.04
129	76	24	60792	66	175.54
130	76	24	42373	197	475.14
131	76	18	2485	199	1084.89
132	78	4	44402	28	1252.1
133	78	38	81447	83	743.48
134	79	28	76541	11	1075.88
135	79	16	66016	34	1071.25
136	81	24	4745	35	1374.12
137	81	32	25727	174	887.43
138	82	43	65907	84	1421.05
139	82	22	1752	97	109.57
140	82	49	60091	5	759.96
141	82	23	37976	129	240.51
142	84	26	9603	62	886.56
143	87	6	35245	34	899.22
144	87	49	60809	187	314.49
145	88	29	11619	109	834.63
146	89	19	32004	157	284.17
147	89	16	99173	114	874.68
148	89	23	67018	157	1070.09
149	90	23	97642	14	1016.63
150	90	3	92215	33	232.51
151	90	36	87837	105	1222.35
152	90	10	56034	137	728.84
153	90	16	81983	67	619.89
154	91	5	65367	137	1109.11
155	92	32	30370	82	707.54
156	93	19	48811	196	1284.68
157	94	46	21146	132	1207.09
158	96	25	90090	110	368.14
159	96	38	86167	87	1140.04
160	96	44	78046	119	581.35
161	97	41	99772	97	1422.5
162	98	2	57415	84	241.49
163	98	27	81601	147	1235.11
164	99	8	3320	85	913.9
165	99	29	20543	35	906.95
166	100	6	38353	33	1091.86
167	100	20	31072	2	1403.47
168	101	36	40335	99	1488.81
169	101	5	62070	156	980.43
170	102	6	10839	89	168.04
171	102	32	22397	197	1271.96
172	103	49	25700	33	941.97
173	104	23	31129	54	980.62
174	104	1	8556	153	756.16
175	105	19	43955	185	987.1
176	105	12	88881	84	1099.98
177	105	40	28765	187	1296.68
178	105	33	53231	19	1220.16
179	106	48	10865	7	383.05
180	106	26	95540	183	459.55
181	107	39	43457	110	718.88
182	108	3	8217	37	837.15
183	108	14	90707	150	901.6
184	108	30	96657	71	1238.91
185	108	18	89080	6	989.1
186	110	13	16225	161	521.23
187	110	33	8742	168	1053.34
188	111	37	43584	199	1248.71
189	113	8	63376	57	1369.91
190	113	12	53580	91	868.2
191	113	32	35750	185	675.6
192	113	40	15043	75	1009.65
193	114	49	71920	143	189.5
194	114	36	78871	140	1174.62
195	116	44	24149	120	482.4
196	116	38	65471	68	449.32
197	117	29	48253	140	1276.95
198	117	5	28074	70	1352.53
199	117	29	39865	80	1091.01
200	117	14	41967	162	1160.88
201	118	17	68051	126	1031.01
202	119	5	9497	57	170.71
203	119	49	10713	140	323.39
204	120	32	86866	166	916.92
205	121	24	27693	113	736.19
206	121	43	58750	8	1462.77
207	121	35	63002	193	991.88
208	123	10	4400	148	1085.02
209	123	44	27736	151	652.17
210	123	46	45622	1	1197.69
211	124	3	22815	162	736.19
212	124	32	89617	195	543.67
213	125	39	45053	158	1344.82
214	125	2	97768	126	1127.31
215	126	2	76840	183	1243.14
216	129	37	43565	104	591.74
217	130	2	68732	104	303.76
218	130	43	64362	30	383.59
219	132	27	13587	73	1432.04
220	132	39	45541	18	700.5
221	132	12	61616	149	961.89
222	132	40	36758	70	825.61
223	133	28	16311	101	605.16
224	133	40	56553	118	1365.45
225	133	1	24032	92	1341.43
226	133	16	45428	65	479.99
227	135	13	37345	35	1170.85
228	135	33	51993	80	319.23
229	136	24	56503	7	1178.85
230	136	10	16122	135	1359.17
231	136	33	33581	102	527.83
232	137	39	46629	123	1012.1
233	137	20	7354	118	667.53
234	138	28	51877	73	924.41
235	139	41	68854	46	956.75
236	140	37	64509	110	994.92
237	140	12	19226	90	933.18
238	140	32	90099	154	1232.55
239	141	5	56390	101	1335.82
240	141	44	95782	57	1394.85
241	143	1	5513	21	1356.72
242	143	44	18559	146	1224.7
243	145	37	96264	14	1176.96
244	145	10	71010	79	24.73
245	146	7	37572	122	520.89
246	147	32	24052	153	255.9
247	147	3	61992	110	1355.44
248	149	28	83054	78	736.03
249	149	5	84344	119	672.77
250	150	23	9145	50	1256.43
251	151	3	30022	61	1436.26
252	152	50	90100	98	903.2
253	154	33	41148	146	260.82
254	154	22	11458	165	104.94
255	155	40	57041	136	168.59
256	155	29	40127	20	350.08
257	156	32	21381	49	152.67
258	156	43	82291	44	806.78
259	156	47	85636	104	250.12
260	157	41	75789	79	328.91
261	157	22	43537	8	941.23
262	158	7	85313	2	921.41
263	158	13	66886	191	186.89
264	160	36	67852	181	1244.6
265	160	28	41979	82	1069.23
266	161	20	55325	85	506.37
267	162	27	33678	149	1470.37
268	163	34	86910	163	662.42
269	164	20	6417	182	135.16
270	164	39	25599	157	886.12
271	164	10	37953	153	630.33
272	165	37	86915	69	780.67
273	165	5	61314	157	1217.78
274	166	12	14318	1	1028.06
275	166	14	84748	119	779.35
276	166	15	63626	25	406.57
277	166	18	87438	62	722.49
278	167	24	9820	181	558.4
279	167	30	33554	180	436.24
280	167	36	63692	79	1247.01
281	168	39	45053	168	777.48
282	169	18	63187	116	465.65
283	169	23	48417	96	1147.73
284	169	32	57319	37	665.13
285	170	17	35284	179	1174.32
286	171	11	38890	23	1324.28
287	173	2	68231	19	1137.42
288	173	14	49683	56	1310.89
289	175	16	45467	23	1097.45
290	175	6	71376	95	1034.06
291	175	12	31839	105	1324.21
292	176	20	59060	40	181.93
293	176	5	30800	162	230.51
294	177	21	17530	155	705.58
295	178	34	40540	23	517.42
296	180	4	62407	3	494.78
297	181	6	83261	179	73.86
298	181	46	89685	135	552.47
299	182	8	80188	13	943.09
300	182	25	8577	169	439.32
301	183	13	4156	100	749.32
302	184	7	58447	115	1426.52
303	184	18	13022	86	625.1
304	184	36	12909	69	1235.79
305	185	14	31119	184	1325.12
306	185	3	61650	145	1415.43
307	185	3	33604	51	917.22
308	186	13	69136	90	616.98
309	186	28	86100	168	118.63
310	187	39	84541	132	291.78
311	188	23	60584	148	692.76
312	189	33	2763	85	1130.63
313	190	26	50854	124	1287.3
314	190	3	61272	140	1351.04
315	192	24	1249	44	1058.27
316	192	6	15678	196	1195.76
317	193	15	56941	21	297.05
318	195	19	96094	43	1311.17
319	195	45	48588	76	155.56
320	195	32	69959	10	1433.4
321	195	12	98457	196	981.02
322	197	33	75282	139	1356.06
323	197	42	38724	34	859.64
324	198	22	93240	56	316.55
325	198	20	80783	160	189.39
326	199	5	19155	43	934.26
327	200	29	94922	126	765.42
328	201	39	44860	186	1286.18
329	201	26	85442	91	1340.89
330	202	39	24121	125	56.88
331	202	40	73364	53	518.69
332	203	33	89068	58	1010.66
333	203	7	52021	171	497.48
334	204	6	76102	191	666.1
335	205	39	97538	47	589.53
336	206	20	92227	45	1222.85
337	206	28	22811	134	605.59
338	207	18	4046	13	682.69
339	207	38	41611	67	905.68
340	208	30	17129	60	1249.49
341	212	23	43548	108	1178.35
342	212	17	85151	161	1356.95
343	212	19	10661	66	1149.23
344	214	44	74080	145	381.3
345	214	42	45614	166	428.51
346	214	20	31070	164	658.05
347	215	45	62141	73	479.72
348	216	23	40178	77	240.9
349	216	7	92764	99	1362.1
350	217	41	50191	1	794.41
351	217	17	11498	105	1097.15
352	217	21	66428	106	1426.26
353	217	45	48588	86	272.67
354	218	12	49780	99	1468.94
355	220	23	65464	8	1144.2
356	221	33	46454	102	829.44
357	221	17	14579	120	1346.24
358	222	12	27787	112	856.66
359	222	2	21599	149	1444.82
360	223	27	46912	200	198.28
361	223	13	1193	15	1383.86
362	223	2	86567	170	588.61
363	223	5	99349	80	1359.27
364	224	39	87080	118	757.81
365	224	27	79452	35	311.52
366	224	22	67359	117	476.35
367	224	11	45240	17	716.98
368	225	33	85899	109	440.26
369	225	42	75062	26	1496.6
370	227	21	28926	132	549.14
371	227	2	67639	185	765.14
372	227	36	71632	161	825.48
373	228	50	74981	38	629.35
374	228	16	89831	115	1180.91
375	229	6	9784	16	928.32
376	229	3	32021	115	1210.9
377	230	30	86156	169	1035.44
378	230	31	11008	197	417.3
379	230	33	93162	19	527.28
380	230	3	92620	111	245.56
381	230	2	18787	31	668.14
382	231	6	63563	96	1471.73
383	231	19	43228	97	317.94
384	232	46	72230	69	953.46
385	233	42	58180	4	301.72
386	236	42	18448	49	1179.45
387	238	6	19313	124	1448.57
388	238	47	40089	194	371.85
389	239	26	16495	68	1364.18
390	239	13	85547	157	1184.19
391	239	39	33072	80	1121.36
392	239	4	58963	157	1390.76
393	239	18	987	18	1054.37
394	240	36	27659	155	593.59
395	240	10	70570	79	1058.34
396	240	41	19816	104	477.94
397	241	15	8318	86	320.56
398	241	30	76357	139	1350.45
399	241	32	94682	52	926.82
400	243	26	80028	140	650.35
401	243	33	40629	129	808.9
402	244	12	88881	107	1122.57
403	244	50	963	72	1009.91
404	244	17	38011	176	34.33
405	245	27	14545	162	204.9
406	246	43	83454	132	583.38
407	247	46	12	126	672.49
408	247	42	19402	145	1227.09
409	248	19	74530	60	401.2
410	248	18	95979	95	699.0
411	249	7	41407	169	1328.63
412	250	10	76070	198	1279.5
413	251	27	80562	79	489.34
414	252	38	34600	50	1185.59
415	252	43	65626	6	11.49
416	252	42	73601	177	1241.56
417	252	41	76301	130	1288.62
418	252	20	70362	65	143.68
419	253	12	48222	7	1368.16
420	254	12	70079	5	988.15
421	255	2	15589	34	1261.54
422	256	34	10852	43	737.78
423	256	27	5632	162	1337.18
424	257	30	68504	131	333.74
425	260	21	8777	8	697.34
426	261	45	24358	27	1030.91
427	262	16	4214	191	271.35
428	262	32	39649	38	1066.09
429	264	38	3175	35	6.99
430	265	13	62064	152	423.43
431	265	46	89048	146	1294.81
432	266	33	52207	108	956.35
433	267	25	87125	111	1078.56
434	267	36	16408	93	1087.37
435	267	43	59235	68	271.68
436	267	46	83271	168	660.99
437	268	25	66387	157	1035.49
438	268	20	61517	80	1003.1
439	268	46	42812	169	510.75
440	269	1	14041	54	540.16
441	271	28	25251	165	1367.5
442	272	46	76904	156	917.92
443	272	5	80498	121	440.02
444	273	13	58692	138	701.77
445	273	42	60744	51	419.35
446	274	38	91042	198	1209.05
447	274	24	79410	78	1415.71
448	275	27	35016	196	113.38
449	276	43	33393	57	800.16
450	276	14	68619	102	1431.56
451	277	7	65737	30	3.01
452	278	46	92044	94	564.25
453	278	3	14698	136	992.14
454	278	35	54039	149	1289.88
455	280	24	60029	113	831.89
456	280	46	21146	179	1022.69
457	281	28	82088	172	554.27
458	281	23	63199	91	869.67
459	282	25	89703	114	994.91
460	283	43	17189	175	273.08
461	283	12	43901	145	1451.34
462	283	44	69833	70	1297.31
463	285	2	1198	25	52.92
464	285	44	33635	60	678.31
465	286	10	10462	175	323.51
466	287	35	68770	59	260.2
467	287	26	92239	57	1483.98
468	288	44	56589	158	189.55
469	288	24	79507	141	138.85
470	288	16	98272	124	1143.98
471	289	7	17949	70	1445.6
472	290	10	98863	198	201.69
473	290	43	162	129	1446.47
474	291	48	93447	2	1061.91
475	291	23	27168	3	998.09
476	291	3	4676	181	375.92
477	291	26	38751	119	144.99
478	292	29	41750	122	1214.15
479	292	34	89440	6	193.68
480	293	22	40013	165	347.38
481	295	1	68419	95	594.4
482	295	43	7213	132	580.96
483	296	26	58074	156	1031.95
484	296	17	56932	48	1448.65
485	296	43	78132	12	606.0
486	298	39	64088	168	826.11
487	298	15	93922	42	1194.33
488	298	18	53944	178	409.04
489	299	26	9603	82	1025.12
490	299	26	37283	123	1148.8
491	299	31	89131	96	378.87
492	300	14	82639	144	116.19
493	300	46	58771	120	5.82
494	301	45	43956	187	987.16
495	302	50	94222	16	967.77
496	302	5	80498	99	182.21
497	302	13	39060	32	1097.56
498	305	36	51050	8	1305.07
499	305	12	74033	56	74.18
500	306	32	32454	54	717.89
501	307	21	76625	108	1296.78
502	307	49	1809	102	1441.8
503	307	27	13587	96	496.29
504	308	50	44382	84	909.56
505	308	28	79017	154	1417.4
506	310	28	40116	20	1000.36
507	310	14	9197	103	1052.6
508	310	2	67672	9	1055.84
509	311	44	71427	121	1415.63
510	311	34	33126	135	624.85
511	312	33	9171	132	468.5
512	312	24	72955	98	1033.37
513	313	1	7918	65	622.22
514	313	5	396	7	314.25
515	314	2	49737	118	1271.07
516	315	3	22048	189	727.21
517	315	26	90658	178	127.39
518	315	13	46311	155	846.8
519	316	2	29254	14	638.75
520	317	32	30370	194	152.69
521	317	9	51266	111	1434.3
522	318	7	41092	194	1220.69
523	319	23	12004	55	426.52
524	319	28	68856	137	1153.12
525	320	29	53839	95	643.16
526	320	27	52458	163	1113.24
527	320	4	86337	65	651.62
528	322	47	8289	178	18.14
529	322	6	16981	107	374.98
530	323	38	14023	99	452.72
531	323	38	11195	71	396.33
532	323	24	6175	107	488.11
533	324	44	926	185	365.33
534	325	12	69354	59	142.96
535	325	21	78756	113	692.5
536	326	10	99838	30	182.72
537	327	32	75585	183	603.87
538	328	18	90958	37	202.29
539	328	17	17553	19	18.03
540	328	12	15225	191	1137.14
541	328	24	68837	110	719.42
542	328	35	95709	66	834.18
543	329	12	4337	174	1313.08
544	329	10	6167	189	334.7
545	331	40	83635	180	1242.39
546	332	45	76640	196	705.52
547	332	14	97491	18	1376.28
548	333	11	36847	12	829.8
549	334	34	89440	195	119.39
550	334	50	40712	104	895.26
551	335	36	50818	113	1132.53
552	336	34	50790	31	712.71
553	338	33	62430	56	237.15
554	338	29	46511	91	672.1
555	338	43	92861	26	824.91
556	338	44	55114	102	772.49
557	339	22	55629	20	195.09
558	339	6	76784	6	568.96
559	339	31	36097	6	873.71
560	339	12	11289	46	1051.23
561	340	9	37924	7	687.78
562	340	27	23395	65	52.14
563	340	30	65632	164	148.38
564	341	28	62624	151	919.14
565	341	48	45834	183	1454.92
566	342	27	64384	139	377.96
567	342	26	44308	26	1082.24
568	343	36	37563	27	885.64
569	343	49	51033	165	67.67
570	344	18	4961	157	43.64
571	345	4	20825	2	1469.73
572	346	27	91222	165	1116.66
573	346	24	59496	100	1301.28
574	347	33	728	165	740.98
575	348	19	99287	86	924.67
576	348	14	6694	118	754.62
577	349	24	27693	132	1305.21
578	350	1	97441	80	49.79
579	351	36	31781	90	1389.23
580	352	23	82560	196	1058.88
581	354	14	10156	91	783.24
582	354	44	15429	4	284.52
583	355	38	2044	37	509.28
584	356	33	10589	197	1025.95
585	356	20	15673	166	1241.45
586	358	46	37908	40	910.57
587	358	5	39177	93	1164.31
588	359	3	39879	142	1065.31
589	359	35	10867	194	1447.34
590	360	22	13883	30	448.16
591	361	30	57385	181	1290.64
592	361	33	25177	88	540.41
593	362	12	85127	24	685.39
594	362	43	63935	41	1496.82
595	362	4	40034	122	466.45
596	362	39	42048	193	654.83
597	363	32	76271	4	530.27
598	365	7	65022	50	1386.91
599	366	29	52227	188	275.11
600	366	40	78366	13	555.35
601	368	11	56032	147	1177.41
602	368	16	53913	198	1084.13
603	369	1	76846	56	962.26
604	369	29	14386	91	134.61
605	369	13	17761	7	533.59
606	370	27	30071	68	762.03
607	371	16	49704	161	253.32
608	371	29	20951	40	146.67
609	371	22	64300	1	58.27
610	372	28	18750	33	928.94
611	373	1	87569	85	1390.25
612	373	6	64428	96	59.33
613	374	23	67597	62	1409.87
614	374	34	25197	136	581.49
615	376	13	18133	111	568.48
616	376	41	27306	106	487.37
617	378	3	82513	93	1148.25
618	379	13	11719	100	1028.84
619	379	40	70386	97	760.65
620	380	25	39348	76	1135.76
621	381	13	25262	20	617.69
622	383	44	1406	136	827.32
623	383	16	1764	159	539.83
624	384	31	13817	194	1271.1
625	384	11	74964	19	921.8
626	384	29	7333	96	75.72
627	385	5	20968	184	887.5
628	385	15	11770	65	356.62
629	385	50	68566	90	120.93
630	387	43	24593	62	236.89
631	387	29	75229	7	57.27
632	387	7	11397	92	768.38
633	388	44	96646	95	35.96
634	388	18	9789	17	1040.45
635	388	10	49456	92	305.19
636	389	4	10885	21	7.04
637	389	26	83876	170	1297.21
638	392	1	76997	15	118.31
639	392	29	58947	146	635.46
640	392	37	26912	55	54.66
641	392	17	46669	57	1381.56
642	393	10	31609	37	1268.39
643	393	35	63002	5	1366.01
644	393	11	89890	62	476.05
645	393	16	77036	200	472.34
646	394	28	27245	41	1104.64
647	398	49	315	96	242.56
648	398	21	1376	193	209.58
649	399	41	4234	43	1223.16
650	399	40	82508	167	1114.69
651	401	12	33873	121	541.91
652	402	36	68118	8	675.42
653	402	9	65654	22	1380.01
654	404	2	45208	113	1273.54
655	407	17	81232	16	37.96
656	408	18	18366	136	285.4
657	410	47	83071	43	257.61
658	412	48	67355	18	547.06
659	413	19	84125	27	1129.45
660	413	5	23282	129	1094.7
661	413	36	41716	126	273.25
662	413	24	73215	180	992.03
663	414	37	29772	35	324.93
664	414	19	50169	15	561.38
665	414	32	30320	122	159.67
666	415	38	32414	146	361.16
667	417	19	1233	177	959.45
668	418	24	10277	198	1416.69
669	418	32	39075	155	812.54
670	419	12	61573	8	1476.74
671	419	19	55545	177	746.92
672	419	42	78097	86	1124.05
673	420	3	94976	138	1442.52
674	420	44	53681	130	533.92
675	420	27	80745	52	985.63
676	421	32	67884	110	182.51
677	421	48	20552	195	98.49
678	423	29	84356	178	1151.9
679	423	48	93784	44	231.41
680	424	12	7815	92	202.04
681	424	32	83587	65	161.14
682	424	50	17284	85	816.26
683	425	49	7930	49	404.11
684	425	31	78374	47	1049.44
685	426	2	71233	29	1462.88
686	428	12	61968	149	615.71
687	428	6	759	89	389.13
688	429	9	64808	47	1196.61
689	429	29	55479	178	799.22
690	430	47	44954	37	1221.13
691	430	12	98457	55	1124.87
692	431	2	21627	115	1099.75
693	431	36	49032	56	275.74
694	431	12	64466	193	849.08
695	435	29	49048	34	1309.17
696	435	45	42632	173	1149.13
697	435	37	82046	174	1397.48
698	436	2	88445	1	1291.87
699	437	27	91060	184	1251.11
700	439	49	86894	156	354.17
701	439	23	78211	163	107.88
702	440	28	60875	83	1382.88
703	440	12	85497	5	377.96
704	440	29	64085	30	946.54
705	441	18	18593	147	1148.89
706	442	36	70898	126	250.61
707	447	18	26507	171	808.12
708	448	36	35061	44	1313.78
709	448	41	32525	94	133.43
710	449	32	55607	190	216.53
711	449	10	28795	43	682.19
712	449	26	96861	41	1098.17
713	449	4	75482	185	1488.53
714	450	19	78054	148	931.82
715	450	3	74045	167	243.52
716	450	49	47332	62	1155.53
717	451	18	53368	27	636.32
718	451	5	79507	11	935.83
719	451	3	22815	62	107.32
720	455	27	38658	89	248.77
721	459	33	68848	50	847.53
722	459	12	78216	49	1203.6
723	459	18	43685	9	469.38
724	459	46	64547	45	69.73
725	460	14	22209	171	865.67
726	461	46	77480	40	633.94
727	464	2	15363	151	966.41
728	464	24	56503	91	80.93
729	464	18	51758	106	1482.43
730	464	29	86013	16	1182.12
731	464	50	53050	109	611.34
732	465	29	19905	108	67.05
733	465	43	98158	65	1167.58
734	466	3	34872	2	1147.96
735	466	28	40270	195	714.25
736	467	8	55282	59	594.58
737	467	20	5237	5	596.82
738	467	23	25452	62	924.66
739	468	39	38052	69	1326.8
740	468	46	22952	5	393.02
741	468	33	99256	62	60.81
742	468	18	51945	154	295.25
743	469	3	70034	126	308.29
744	470	19	50884	108	1263.34
745	470	13	50307	194	1095.72
746	472	42	75384	43	117.83
747	474	29	10716	24	70.13
748	474	37	2067	196	160.79
749	474	24	53495	15	222.85
750	474	14	31171	105	428.38
751	475	41	38544	182	743.32
752	475	24	51632	94	1449.02
753	476	23	48417	198	684.58
754	478	49	67397	112	1474.95
755	478	29	42659	22	1236.63
756	478	44	84520	97	38.0
757	479	44	47789	185	438.1
758	479	8	61993	47	1028.35
759	479	15	22992	79	1252.78
760	480	27	97648	16	1185.54
761	486	25	21262	191	1309.92
762	486	50	73151	106	879.05
763	487	23	40178	152	1305.79
764	487	50	54937	100	156.82
765	488	4	60876	65	891.32
766	488	7	47081	194	1004.62
767	488	33	68795	147	1208.18
768	489	28	97029	100	1189.0
769	489	13	14408	8	1376.04
770	489	13	85547	87	1121.5
771	490	29	50194	58	278.25
772	490	16	73507	105	660.17
773	490	2	32141	129	1134.25
774	491	33	53276	154	1410.65
775	491	9	24728	161	826.46
776	492	14	10469	83	118.34
777	492	13	56782	153	460.13
778	493	7	36694	2	1089.72
779	493	46	73013	200	1089.56
780	493	5	56504	150	542.22
781	494	21	66165	97	1163.24
782	494	39	79303	184	1338.61
783	494	37	91840	87	156.47
784	495	32	73145	191	688.69
785	496	23	75353	98	684.7
786	497	29	75983	114	1395.58
787	497	25	74330	36	96.25
788	497	13	95762	193	1434.65
789	497	13	17560	29	1108.36
790	498	3	95351	182	1380.85
791	498	23	78490	101	230.57
792	498	40	36970	86	995.2
793	498	31	5459	54	1496.04
794	499	11	28881	75	619.85
795	500	12	43901	145	17.3
796	500	21	94720	74	499.47
797	501	45	43956	127	1148.26
798	502	12	57407	181	755.56
799	503	19	16778	131	447.37
800	503	4	65075	188	865.63
801	503	7	45667	80	920.53
802	503	14	95822	143	1216.38
803	504	17	31677	93	539.98
804	505	7	26916	165	57.98
805	506	19	56742	7	575.73
806	507	49	38524	162	937.62
807	507	8	92805	155	534.32
808	508	18	67071	192	361.34
809	509	38	11001	82	1224.77
810	509	12	33962	14	550.37
811	509	44	71903	141	860.28
812	509	16	24925	160	70.89
813	510	34	88870	122	620.27
814	511	32	57319	139	435.27
815	512	34	72430	161	1044.87
816	512	43	40110	4	846.76
817	512	10	45703	67	50.84
818	513	34	84804	136	889.47
819	515	19	83504	77	690.92
820	515	13	35294	181	354.94
821	515	5	90068	69	1434.04
822	515	46	12376	101	464.52
823	516	8	72813	28	1041.72
824	517	23	22344	75	452.8
825	518	43	39270	79	1452.25
826	520	34	77783	19	181.22
827	521	39	19738	130	1144.42
828	521	18	55510	53	768.94
829	521	42	91811	151	132.04
830	522	35	45938	147	221.44
831	522	7	23535	26	1437.25
832	523	14	90248	197	352.55
833	523	41	60317	68	754.19
834	524	27	94126	183	1391.57
835	525	39	46669	141	1021.2
836	525	36	82766	156	644.25
837	525	29	92934	52	1295.5
838	526	45	66513	181	586.65
839	526	50	85700	111	304.29
840	527	49	96703	116	354.58
841	527	34	96468	88	1394.03
842	528	7	12064	156	825.25
843	528	26	81156	178	1138.23
844	528	36	99088	197	274.41
845	529	13	20516	38	110.36
846	529	40	1526	151	299.46
847	529	18	74836	137	1149.43
848	529	27	35557	40	862.92
849	530	31	22554	74	766.61
850	531	7	65022	134	794.24
851	531	29	36620	195	494.21
852	532	40	43877	24	6.83
853	533	24	28136	14	772.9
854	533	42	14408	36	559.81
855	534	50	81889	81	626.27
856	535	29	78258	113	368.71
857	535	16	9615	156	1150.42
858	536	3	19694	51	479.0
859	536	47	4807	19	415.59
860	537	29	49048	74	960.04
861	538	40	85464	99	41.62
862	539	2	86567	25	827.62
863	539	48	74901	54	799.73
864	539	39	85452	4	125.06
865	540	22	19126	43	967.41
866	540	22	10569	7	741.8
867	541	35	92784	98	687.35
868	541	8	52491	187	659.57
869	542	27	46025	90	723.89
870	543	23	98568	125	1423.34
871	543	23	18385	9	301.46
872	543	19	70655	4	908.74
873	543	31	65164	128	397.21
874	544	43	23099	48	1045.55
875	544	41	31465	122	1477.57
876	545	33	20884	96	478.14
877	546	35	82830	147	1279.09
878	547	32	995	62	762.75
879	547	20	97644	57	529.34
880	549	24	71958	31	445.87
881	549	13	37700	14	1370.3
882	550	47	72612	82	1248.57
883	551	35	92612	66	969.1
884	551	46	48996	49	538.76
885	552	31	41896	199	395.81
886	552	1	64104	82	429.51
887	553	49	34980	34	1175.73
888	553	18	10689	24	878.74
889	553	49	24877	70	446.48
890	557	50	47835	130	978.56
891	557	9	55942	152	451.61
892	558	10	93227	150	1218.09
893	559	4	6284	161	521.51
894	562	27	13129	1	827.42
895	562	18	81803	66	858.74
896	562	17	42665	40	1033.11
897	563	35	18322	159	1332.35
898	563	14	6577	82	497.26
899	563	43	87138	123	1346.56
900	564	23	89105	50	1221.86
901	564	1	92389	25	232.51
902	564	17	53111	80	480.03
903	564	5	71952	181	1207.07
904	565	43	89896	84	755.55
905	566	5	13010	121	120.16
906	567	12	85845	101	246.13
907	567	23	94480	71	442.26
908	567	43	56476	50	432.01
909	567	39	47086	178	1148.24
910	569	6	7391	68	407.65
911	571	47	46487	197	1307.45
