80	131	2024-03-07	En_transito
81	110	2021-04-10	En_transito
82	109	2022-01-17	Confirmada
83	70	2020-03-25	En_transito
84	197	2020-12-21	Confirmada
85	116	2022-07-28	En_transito
86	159	2025-06-23	En_transito
87	137	2020-12-10	Recibida
88	93	2024-12-12	En_transito
89	133	2020-03-01	Recibida
90	26	2020-03-13	Cancelada
91	198	2024-03-26	Recibida
92	98	2020-11-20	En_transito
93	118	2024-11-29	En_transito
94	79	2021-06-17	Cancelada
95	120	2023-08-28	Recibida
96	149	2025-04-29	Pendiente
97	58	2023-08-02	Cancelada
98	143	2025-08-26	Confirmada
99	75	2022-01-14	Cancelada
100	96	2024-11-18	Confirmada
101	141	2022-05-01	En_transito
102	71	2021-08-22	En_transito
103	57	2024-12-04	En_transito
104	125	2022-04-05	Cancelada
105	76	2023-08-12	Cancelada
106	106	2023-06-18	En_transito
107	34	2022-08-16	Recibida
108	52	2020-08-21	Cancelada
109	93	2022-07-06	Cancelada
110	23	2022-03-11	Recibida
111	3	2025-05-20	Confirmada
112	141	2021-07-28	Recibida
113	13	2023-09-16	Recibida
114	178	2025-02-27	Recibida
115	175	2020-12-19	En_transito
116	89	2020-07-13	Recibida
117	22	2020-04-04	Confirmada
118	176	2020-04-04	Recibida
119	68	2021-01-11	En_transito
120	80	2023-01-29	En_transito
121	94	2021-10-14	Confirmada
122	133	2020-04-30	Cancelada
123	58	2021-02-15	Recibida
124	41	2024-03-27	Confirmada
125	3	2023-09-03	Pendiente
126	27	2024-03-05	En_transito
127	57	2022-01-04	Recibida
128	15	2023-03-07	Recibida
129	146	2023-12-09	Cancelada
130	23	2020-10-03	En_transito
131	158	2023-01-15	Recibida
132	170	2024-12-11	Recibida
133	5	2025-10-29	En_transito
134	12	2022-05-29	Recibida
135	65	2020-12-09	En_transito
136	71	2022-11-12	Confirmada
137	37	2020-02-18	En_transito
138	58	2023-05-16	Pendiente
139	194	2023-12-27	Cancelada
140	166	2025-11-09	Recibida
141	162	2025-06-10	Confirmada
142	79	2021-08-02	Pendiente
143	37	2021-04-09	Confirmada
144	66	2020-04-17	Recibida
145	41	2022-07-24	En_transito
146	111	2022-08-28	Confirmada
147	151	2022-02-19	Confirmada
148	42	2020-04-22	En_transito
149	97	2023-01-08	En_transito
150	104	2020-05-17	Confirmada
151	134	2023-06-16	Cancelada
152	185	2022-11-30	Cancelada
153	99	2021-06-25	Pendiente
154	177	2025-06-03	Confirmada
155	181	2023-02-17	En_transito
156	48	2022-10-03	Confirmada
157	112	2021-11-05	Confirmada
158	140	2022-09-17	Confirmada
159	167	2023-04-23	Recibida
160	50	2021-05-15	En_transito
161	82	2024-08-04	Recibida
162	42	2022-12-19	En_transito
163	107	2022-01-31	Pendiente
164	58	2025-01-29	En_transito
165	164	2024-04-06	Confirmada
166	114	2022-11-16	Cancelada
167	139	2021-11-19	Cancelada
168	3	2021-08-05	Confirmada
169	98	2024-08-25	Confirmada
170	133	2024-03-29	Pendiente
171	168	2020-09-23	Pendiente
172	118	2024-09-18	En_transito
173	165	2025-12-08	Confirmada
174	50	2022-07-25	Cancelada
175	172	2023-03-30	Pendiente
176	105	2021-03-06	Confirmada
177	155	2020-09-27	En_transito
178	174	2022-05-12	Cancelada
179	64	2020-03-11	Recibida
180	185	2020-09-25	Pendiente
181	2	2022-03-28	Pendiente
182	118	2020-10-05	Cancelada
183	120	2022-01-19	Cancelada
184	28	2021-02-17	Cancelada
185	90	2024-12-22	Recibida
186	190	2024-11-05	Confirmada
187	163	2025-02-01	Pendiente
188	43	2022-11-03	Recibida
189	24	2023-12-25	Recibida
190	199	2022-11-04	Confirmada
191	54	2021-08-25	Cancelada
192	134	2021-10-28	En_transito
193	16	2022-03-26	Cancelada
194	156	2025-02-02	Recibida
195	152	2022-12-06	Recibida
196	47	2024-08-04	Pendiente
197	95	2023-05-17	Confirmada
198	81	2023-12-24	Cancelada
199	24	2024-06-13	Cancelada
200	29	2024-09-27	Confirmada
201	35	2021-11-06	Confirmada
202	159	2023-04-21	Pendiente
203	78	2025-10-09	Cancelada
204	1	2021-05-05	Confirmada
205	32	2020-12-27	Confirmada
206	84	2025-06-12	Cancelada
207	112	2024-04-05	Confirmada
208	90	2024-12-18	Recibida
209	18	2022-04-25	Cancelada
210	33	2025-10-04	Pendiente
211	173	2022-01-22	Confirmada
212	162	2021-08-20	Cancelada
213	75	2020-08-23	Cancelada
214	19	2021-07-06	Recibida
215	96	2024-07-21	Cancelada
216	128	2023-11-18	Cancelada
217	152	2023-04-26	En_transito
218	55	2022-08-03	Recibida
219	52	2025-04-20	Cancelada
220	196	2021-01-13	Confirmada
221	175	2022-04-03	Confirmada
222	24	2025-02-09	Confirmada
223	191	2025-09-27	Recibida
224	112	2020-01-24	Confirmada
225	157	2020-08-07	En_transito
226	126	2025-05-17	Recibida
227	151	2020-03-05	Pendiente
228	179	2023-06-22	En_transito
229	144	2020-03-25	Pendiente
230	130	2021-08-19	Cancelada
231	177	2024-03-14	En_transito
232	18	2021-11-23	Recibida
233	34	2023-11-15	Confirmada
234	96	2020-12-05	Cancelada
235	124	2020-05-10	En_transito
236	44	2020-07-24	Confirmada
237	78	2020-12-30	Cancelada
238	4	2021-12-17	Recibida
239	183	2022-03-01	Pendiente
240	156	2025-09-21	Pendiente
241	109	2023-12-14	Confirmada
242	147	2023-09-21	En_transito
243	166	2021-05-02	Recibida
244	76	2024-04-26	Recibida
245	99	2024-12-20	Pendiente
246	92	2024-02-13	Cancelada
247	103	2024-10-10	En_transito
248	87	2025-09-28	Cancelada
249	124	2024-04-22	Pendiente
250	82	2021-08-17	Pendiente
251	189	2023-09-26	Cancelada
252	166	2025-01-23	Pendiente
253	10	2022-09-13	Pendiente
254	157	2021-09-08	Confirmada
255	53	2021-01-03	En_transito
256	140	2021-07-07	Confirmada
257	58	2021-06-15	Pendiente
258	4	2021-11-29	Recibida
259	147	2020-01-01	Cancelada
260	32	2020-08-11	Confirmada
261	182	2022-07-14	Confirmada
262	176	2023-10-01	En_transito
263	16	2024-03-07	Cancelada
264	24	2021-05-01	Confirmada
265	175	2023-02-21	Confirmada
266	130	2023-05-19	Recibida
267	160	2022-02-04	En_transito
268	12	2021-02-21	Cancelada
269	75	2023-07-12	Cancelada
270	152	2021-08-30	Pendiente
271	37	2022-02-18	Cancelada
272	22	2021-06-21	Cancelada
273	61	2025-11-25	En_transito
274	196	2020-09-29	Confirmada
275	59	2023-11-23	Recibida
276	155	2022-06-09	Pendiente
277	40	2022-04-12	Confirmada
278	87	2020-07-10	Cancelada
279	167	2021-01-04	Recibida
280	79	2022-02-17	En_transito
281	129	2020-07-11	Recibida
282	28	2025-02-26	Cancelada
283	32	2023-06-16	Recibida
284	77	2020-03-25	Pendiente
285	39	2021-06-14	Recibida
286	129	2023-03-15	Recibida
287	113	2023-11-03	Confirmada
288	41	2022-05-02	Cancelada
289	61	2020-11-04	En_transito
290	28	2020-01-04	En_transito
291	6	2025-11-25	Pendiente
292	68	2021-05-26	En_transito
293	6	2020-12-12	Cancelada
294	66	2025-08-11	Pendiente
295	62	2020-09-17	Confirmada
296	151	2025-01-19	Confirmada
297	165	2020-07-25	En_transito
298	146	2022-07-26	Recibida
299	197	2025-06-11	Confirmada
300	131	2025-03-20	Confirmada
301	110	2023-10-17	Cancelada
302	22	2023-05-26	Cancelada
303	98	2022-12-11	Cancelada
304	189	2021-08-22	Confirmada
305	17	2025-01-14	Cancelada
306	139	2023-05-03	Confirmada
307	170	2021-02-18	Cancelada
308	65	2021-05-11	En_transito
309	63	2021-12-15	Recibida
310	198	2025-11-14	Cancelada
311	13	2023-01-17	Cancelada
312	80	2023-04-14	Pendiente
313	161	2025-01-21	Confirmada
314	82	2024-03-24	En_transito
315	107	2022-01-15	Recibida
316	58	2022-01-27	Cancelada
317	98	2025-06-23	En_transito
318	31	2025-02-27	Cancelada
319	183	2023-07-01	Cancelada
320	156	2025-08-24	Cancelada
321	9	2022-10-02	Recibida
322	183	2022-04-11	Cancelada
323	92	2023-03-25	Recibida
324	199	2023-01-24	Confirmada
325	178	2020-02-08	Pendiente
326	51	2020-04-26	Cancelada
327	129	2020-01-09	Pendiente
328	51	2023-03-26	En_transito
329	50	2022-02-07	Recibida
330	93	2023-02-10	Cancelada
331	97	2021-11-09	Cancelada
332	24	2022-07-22	En_transito
333	147	2024-01-07	Cancelada
334	68	2025-07-24	Pendiente
335	34	2020-03-09	Cancelada
336	144	2022-07-21	Confirmada
337	147	2020-10-22	Recibida
338	114	2021-02-01	Confirmada
339	185	2022-09-25	Pendiente
340	128	2020-06-20	En_transito
341	148	2024-12-24	En_transito
342	99	2022-10-24	Cancelada
343	104	2021-08-13	Recibida
344	68	2025-01-18	Cancelada
345	3	2025-07-10	Recibida
346	124	2023-01-25	Confirmada
347	153	2025-08-20	Pendiente
348	63	2025-12-06	Recibida
349	94	2024-05-27	Recibida
350	193	2024-07-24	Confirmada
351	68	2024-03-05	Pendiente
352	164	2024-05-15	Cancelada
353	55	2025-01-24	Pendiente
354	95	2025-07-14	Pendiente
355	66	2022-05-26	Confirmada
356	45	2021-02-01	Confirmada
357	65	2025-02-17	Pendiente
358	125	2025-08-23	Pendiente
359	4	2020-09-12	Recibida
360	42	2023-12-14	Pendiente
361	123	2023-10-28	En_transito
362	71	2020-05-12	Pendiente
363	180	2021-01-26	Recibida
364	122	2021-12-02	Cancelada
365	12	2021-04-20	Cancelada
366	114	2024-02-21	Pendiente
367	178	2024-04-06	Confirmada
368	123	2025-12-27	Confirmada
369	97	2022-08-26	Confirmada
370	87	2021-04-30	En_transito
371	31	2021-07-15	Cancelada
372	143	2021-08-17	Confirmada
373	121	2020-02-03	Recibida
374	4	2021-09-10	Recibida
375	147	2020-07-09	Confirmada
376	40	2020-05-29	Confirmada
377	6	2024-09-10	Pendiente
378	98	2023-08-04	Recibida
379	118	2022-02-07	En_transito
380	154	2024-03-14	En_transito
381	154	2022-04-01	En_transito
382	195	2025-08-22	En_transito
383	101	2025-01-23	Confirmada
384	62	2022-11-13	Confirmada
385	25	2025-12-25	Pendiente
386	88	2024-03-30	Cancelada
387	71	2023-03-31	En_transito
388	170	2021-03-16	En_transito
389	107	2024-01-10	Recibida
390	48	2020-09-06	Cancelada
391	137	2020-09-07	Pendiente
392	82	2021-10-29	Cancelada
393	94	2024-07-05	En_transito
394	51	2020-11-14	Recibida
395	83	2023-04-15	Pendiente
396	124	2025-08-08	En_transito
397	20	2021-02-28	En_transito
398	57	2021-05-04	Recibida
399	13	2025-11-19	Cancelada
400	193	2023-04-22	Confirmada
401	47	2021-11-24	Confirmada
402	80	2022-09-09	Pendiente
403	5	2021-07-31	Recibida
404	77	2021-05-31	Recibida
405	137	2024-04-30	Pendiente
406	15	2021-05-14	En_transito
407	191	2023-05-18	Pendiente
408	143	2020-09-19	Recibida
409	29	2022-12-04	Confirmada
410	168	2022-07-18	Pendiente
411	86	2021-09-14	Pendiente
412	5	2020-06-13	Pendiente
413	178	2020-07-05	En_transito
414	73	2021-05-24	Recibida
415	136	2025-03-18	Pendiente
416	188	2024-05-17	Pendiente
417	92	2021-06-02	En_transito
418	67	2023-04-25	Recibida
419	200	2024-03-12	En_transito
420	12	2023-10-14	En_transito
421	2	2023-01-14	Cancelada
422	64	2021-08-22	Pendiente
423	155	2021-12-26	Confirmada
424	136	2022-12-22	Cancelada
425	17	2025-10-10	Confirmada
426	70	2023-08-19	Pendiente
427	13	2023-04-03	Recibida
428	131	2022-03-28	Recibida
429	67	2025-10-19	Pendiente
430	152	2024-09-16	Cancelada
431	46	2020-06-21	Cancelada
432	128	2023-09-29	Confirmada
433	143	2024-08-13	Pendiente
434	85	2020-11-19	Cancelada
435	155	2025-05-19	Cancelada
436	75	2021-04-03	Pendiente
437	69	2022-09-15	Recibida
438	40	2024-05-25	Confirmada
439	186	2020-11-08	Recibida
440	52	2025-11-16	En_transito
441	91	2020-02-09	Pendiente
442	132	2021-09-05	Pendiente
443	70	2025-10-27	Pendiente
444	80	2020-03-25	En_transito
445	52	2023-07-19	Confirmada
446	135	2023-02-15	Pendiente
447	96	2020-12-05	Recibida
448	14	2020-09-28	Confirmada
449	49	2020-11-14	Pendiente
450	34	2020-04-23	Pendiente
451	41	2024-01-27	Pendiente
452	173	2023-08-02	Confirmada
453	131	2025-10-05	Cancelada
454	140	2020-01-22	Recibida
455	147	2020-03-02	Pendiente
456	157	2020-03-02	Confirmada
457	72	2020-06-17	Cancelada
458	141	2022-06-27	En_transito
459	112	2023-11-10	Confirmada
460	78	2024-07-15	Pendiente
461	119	2020-04-25	Pendiente
462	173	2024-03-03	En_transito
463	122	2023-11-07	Recibida
464	71	2020-10-30	Recibida
465	196	2023-06-19	Cancelada
466	34	2023-01-07	En_transito
467	117	2022-07-18	En_transito
468	19	2025-05-23	En_transito
469	164	2020-05-16	Pendiente
470	164	2025-09-13	Recibida
471	145	2020-06-18	Recibida
472	103	2023-06-25	Confirmada
473	51	2023-05-14	Cancelada
474	6	2021-12-12	Cancelada
475	36	2020-09-07	Confirmada
476	98	2020-01-09	Confirmada
477	43	2025-12-17	Recibida
478	67	2020-01-24	Confirmada
479	119	2022-06-26	Recibida
480	198	2023-08-01	Pendiente
481	114	2022-07-20	Cancelada
482	199	2020-10-06	Recibida
483	105	2020-08-10	Pendiente
484	149	2022-01-08	Pendiente
485	200	2025-10-21	Pendiente
486	150	2025-05-29	Recibida
487	128	2022-04-25	Cancelada
488	190	2023-03-15	Confirmada
489	183	2024-10-23	En_transito
490	60	2025-06-08	Recibida
491	58	2022-01-22	Cancelada
492	80	2025-09-28	Recibida
493	151	2022-09-13	Recibida
494	179	2025-08-21	En_transito
495	180	2024-01-01	Confirmada
496	148	2022-06-20	Pendiente
497	143	2021-10-09	Confirmada
498	64	2025-07-10	Recibida
499	60	2023-08-29	Recibida
500	32	2022-03-07	Pendiente
501	126	2021-10-30	En_transito
502	43	2020-09-17	Recibida
503	181	2025-11-13	Confirmada
504	55	2020-02-25	Recibida
505	105	2021-12-01	Recibida
506	134	2020-10-23	Recibida
507	58	2025-10-01	Cancelada
508	190	2024-02-29	En_transito
509	179	2020-06-21	Confirmada
510	199	2022-02-17	Confirmada
511	98	2025-06-10	Pendiente
512	143	2022-08-07	En_transito
513	194	2023-11-19	Recibida
514	52	2021-03-17	En_transito
515	159	2025-09-02	Pendiente
516	179	2024-12-21	Pendiente
517	134	2021-04-22	Pendiente
518	29	2022-11-10	En_transito
519	52	2022-05-26	Recibida
520	115	2025-09-25	Pendiente
521	139	2025-04-23	Pendiente
522	162	2022-12-27	Confirmada
523	33	2025-11-11	Recibida
524	100	2025-04-16	Cancelada
525	82	2025-05-02	En_transito
526	156	2025-08-08	Confirmada
527	90	2022-02-24	En_transito
528	149	2024-03-19	Cancelada
529	95	2021-09-19	Confirmada
530	31	2022-05-15	Pendiente
531	12	2023-05-20	En_transito
532	46	2024-11-01	En_transito
533	183	2023-02-24	Confirmada
534	134	2020-03-02	Cancelada
535	54	2020-12-29	Cancelada
536	130	2023-09-07	Recibida
537	155	2023-05-14	En_transito
538	195	2023-02-03	En_transito
539	191	2025-12-29	Confirmada
540	152	2022-06-17	Pendiente
541	112	2025-02-18	Recibida
542	71	2020-06-21	Cancelada
543	171	2022-06-21	Cancelada
544	40	2023-09-29	En_transito
545	142	2020-06-23	En_transito
546	81	2022-07-21	Recibida
547	79	2020-10-07	En_transito
548	76	2024-08-31	Recibida
549	63	2020-12-29	Confirmada
550	60	2023-03-26	Cancelada
551	168	2021-06-23	Confirmada
552	153	2025-03-07	Pendiente
553	59	2020-12-05	Confirmada
554	156	2021-07-19	Cancelada
555	39	2021-12-01	Confirmada
556	130	2025-07-22	En_transito
557	174	2023-07-20	Cancelada
558	172	2023-07-23	Pendiente
559	39	2025-07-26	Recibida
560	53	2023-08-20	Pendiente
561	138	2020-01-11	Confirmada
562	96	2020-07-31	En_transito
563	30	2024-06-03	Cancelada
564	164	2023-07-26	Cancelada
565	81	2020-12-22	En_transito
566	5	2023-02-26	En_transito
567	76	2022-03-01	En_transito
568	132	2021-06-26	En_transito
569	19	2021-02-21	Cancelada
570	105	2022-04-29	Cancelada
571	152	2023-08-25	Recibida
572	98	2021-02-27	Confirmada
573	139	2024-02-23	Cancelada
574	133	2025-12-29	Recibida
575	121	2025-08-07	En_transito
576	190	2021-04-20	Recibida
577	29	2022-05-12	Confirmada
578	85	2025-05-10	Confirmada
579	139	2025-02-27	En_transito
580	52	2020-12-06	Recibida
581	22	2025-08-02	Recibida
582	74	2020-07-03	Pendiente
583	52	2021-04-11	En_transito
584	174	2022-07-31	En_transito
585	88	2023-06-06	En_transito
586	36	2024-07-05	Confirmada
587	28	2022-04-24	En_transito
588	171	2025-05-02	En_transito
589	12	2021-12-23	Recibida
590	11	2023-05-05	Recibida
591	104	2020-08-22	Recibida
592	173	2024-10-31	Pendiente
593	137	2023-04-14	Cancelada
594	96	2025-09-24	Confirmada
595	77	2023-04-26	Confirmada
596	181	2025-02-22	Cancelada
597	114	2023-03-11	Confirmada
598	163	2021-02-28	Confirmada
599	69	2024-03-03	Recibida
600	92	2022-02-22	Pendiente
601	83	2021-01-07	Cancelada
602	178	2025-02-08	Pendiente
603	102	2023-04-18	Cancelada
604	68	2022-04-20	En_transito
605	113	2025-05-11	Cancelada
606	197	2025-02-16	Confirmada
607	29	2022-11-28	Recibida
608	45	2023-01-14	Pendiente
609	121	2023-01-27	Recibida
610	188	2022-05-15	Cancelada
611	100	2025-06-26	Pendiente
612	71	2021-12-21	Pendiente
613	22	2023-10-26	Confirmada
614	175	2025-04-18	Cancelada
615	159	2025-05-08	Cancelada
616	157	2020-10-31	Cancelada
617	193	2020-07-06	Recibida
618	90	2023-08-29	Pendiente
619	48	2022-04-14	En_transito
620	171	2025-12-22	Recibida
621	17	2025-09-03	Pendiente
622	121	2021-08-19	Recibida
623	64	2022-06-05	Pendiente
624	53	2022-05-17	Cancelada
625	118	2023-07-13	Recibida
626	74	2021-11-19	En_transito
627	15	2023-07-04	Recibida
628	9	2022-01-21	Pendiente
629	183	2020-02-10	Cancelada
630	167	2024-10-28	Pendiente
631	107	2023-07-19	Confirmada
632	145	2023-07-01	Recibida
633	9	2020-08-05	En_transito
634	19	2024-10-04	Recibida
635	81	2022-04-22	Recibida
636	110	2023-09-05	Cancelada
637	46	2020-09-16	Recibida
638	96	2020-08-06	Pendiente
639	164	2022-12-03	Cancelada
640	74	2023-01-19	Confirmada
641	44	2024-03-26	Recibida
642	94	2024-09-18	Confirmada
643	47	2022-05-08	Cancelada
644	23	2020-04-14	Pendiente
645	171	2025-06-04	Confirmada
646	176	2024-07-01	Pendiente
647	164	2020-05-28	Cancelada
648	30	2022-09-19	Pendiente
649	155	2024-10-23	Confirmada
650	191	2023-03-13	Pendiente
651	186	2021-09-21	Pendiente
652	89	2023-09-04	En_transito
653	190	2022-06-04	En_transito
654	156	2024-07-22	Pendiente
655	150	2025-04-03	Pendiente
656	74	2021-02-16	Confirmada
657	71	2024-08-14	Pendiente
658	157	2020-02-07	Cancelada
659	126	2022-10-19	Confirmada
660	21	2024-03-13	Confirmada
661	93	2020-06-24	Recibida
662	24	2023-01-11	Recibida
663	118	2024-09-15	En_transito
664	176	2021-10-26	Pendiente
665	195	2020-02-25	En_transito
666	186	2020-01-08	En_transito
667	103	2024-07-20	Recibida
668	120	2020-01-21	Pendiente
669	91	2023-02-09	Pendiente
670	167	2021-03-31	En_transito
671	57	2021-02-06	En_transito
672	170	2025-03-09	Confirmada
673	27	2020-10-26	Recibida
674	144	2024-12-04	En_transito
675	109	2025-11-30	Recibida
676	108	2020-03-26	En_transito
677	193	2020-01-02	Recibida
678	173	2025-08-19	Cancelada
679	36	2025-03-01	Confirmada
680	140	2024-09-09	Confirmada
681	79	2022-05-22	Recibida
682	60	2025-02-21	Pendiente
683	41	2021-05-28	Confirmada
684	167	2025-02-16	Recibida
685	167	2022-03-11	Recibida
686	159	2023-04-29	Confirmada
687	136	2024-07-04	Cancelada
688	69	2023-11-24	Cancelada
689	72	2024-09-19	Pendiente
690	193	2021-01-16	Recibida
691	53	2020-06-25	En_transito
692	91	2020-01-12	Recibida
693	79	2021-01-22	Recibida
694	156	2023-08-02	Confirmada
695	109	2023-10-02	Confirmada
696	61	2024-09-28	En_transito
697	98	2021-11-26	Pendiente
698	179	2024-04-15	Confirmada
699	85	2020-11-15	Recibida
700	54	2023-03-01	En_transito
701	102	2024-10-11	Cancelada
702	145	2022-08-28	Confirmada
703	17	2023-03-15	Confirmada
704	10	2022-05-04	Cancelada
705	140	2020-01-05	Cancelada
706	191	2022-02-27	En_transito
707	110	2025-01-06	En_transito
708	165	2020-10-13	Cancelada
709	110	2022-07-19	Pendiente
710	80	2024-02-13	Recibida
711	18	2020-01-10	Pendiente
712	87	2020-03-03	Confirmada
713	180	2024-07-19	Cancelada
714	36	2023-05-12	Pendiente
715	188	2022-01-01	Pendiente
716	54	2025-04-26	Cancelada
717	12	2021-01-16	Recibida
718	196	2022-04-11	Pendiente
719	127	2021-03-29	Cancelada
720	144	2020-04-25	Pendiente
721	14	2020-03-23	Pendiente
722	194	2023-03-28	Pendiente
723	96	2022-05-30	Pendiente
724	150	2020-09-11	En_transito
725	99	2025-05-08	Cancelada
726	123	2022-11-09	Cancelada
727	37	2021-08-23	Cancelada
728	6	2025-04-18	Pendiente
729	79	2021-08-13	En_transito
730	29	2024-09-01	En_transito
731	65	2023-07-29	Recibida
732	11	2025-04-15	Confirmada
733	111	2023-01-29	Pendiente
734	99	2024-11-07	En_transito
735	18	2022-01-29	Cancelada
736	13	2022-01-18	Pendiente
737	62	2024-09-07	Pendiente
738	142	2020-03-02	Confirmada
739	75	2023-07-16	En_transito
740	89	2024-05-08	Confirmada
741	147	2025-06-10	Cancelada
742	27	2022-02-17	En_transito
743	116	2025-07-04	Recibida
744	31	2025-03-06	En_transito
745	155	2021-12-02	Recibida
746	58	2025-03-20	En_transito
747	10	2021-06-11	En_transito
748	36	2023-06-13	Cancelada
749	181	2024-05-09	Confirmada
750	49	2024-11-06	Confirmada
751	170	2023-11-05	Recibida
752	76	2024-12-29	Cancelada
753	86	2023-10-28	En_transito
754	87	2021-02-01	Pendiente
755	70	2023-12-04	En_transito
756	40	2023-06-17	En_transito
757	60	2022-09-06	Confirmada
758	74	2025-04-02	Confirmada
759	22	2021-05-18	Confirmada
760	10	2023-10-14	Recibida
761	145	2025-05-25	Recibida
762	194	2024-03-28	Recibida
763	51	2023-12-19	Recibida
764	181	2024-07-29	Pendiente
765	189	2022-09-02	En_transito
766	70	2025-11-28	En_transito
767	75	2021-06-08	Confirmada
768	199	2022-07-05	Confirmada
769	29	2022-08-03	Recibida
770	39	2025-01-22	Cancelada
771	63	2021-08-06	Pendiente
772	40	2022-12-18	En_transito
773	63	2020-04-11	Cancelada
774	188	2022-10-16	Recibida
775	167	2022-08-25	Recibida
776	99	2020-11-17	Pendiente
777	73	2020-07-29	Cancelada
778	12	2025-01-21	En_transito
779	7	2023-09-20	Cancelada
780	135	2024-03-05	En_transito
781	118	2023-06-24	Cancelada
782	125	2025-03-12	En_transito
783	23	2021-03-21	Cancelada
784	142	2022-01-08	Cancelada
785	90	2021-01-12	Pendiente
786	188	2021-01-19	Cancelada
787	69	2023-05-28	Cancelada
788	78	2023-10-14	Confirmada
789	147	2020-12-13	En_transito
790	116	2021-01-23	Recibida
791	152	2022-05-26	Cancelada
792	91	2020-12-22	Recibida
793	143	2020-07-21	En_transito
794	114	2023-10-10	Cancelada
795	40	2024-05-15	Recibida
796	148	2024-12-24	Pendiente
797	164	2024-09-30	Confirmada
798	186	2024-12-08	Recibida
799	193	2022-10-06	Recibida
800	147	2020-06-21	Pendiente
801	185	2021-11-09	En_transito
802	162	2021-10-01	Pendiente
803	96	2020-04-28	Recibida
804	20	2025-11-05	Cancelada
805	171	2025-10-08	En_transito
806	130	2024-09-20	Pendiente
807	53	2022-05-19	En_transito
808	23	2021-03-02	Pendiente
809	127	2025-12-24	Pendiente
810	192	2022-02-19	Recibida
811	52	2020-09-15	Cancelada
812	103	2024-08-15	Pendiente
813	115	2024-04-24	Pendiente
814	163	2024-07-04	Confirmada
815	38	2023-10-17	Confirmada
816	75	2021-06-24	Recibida
817	174	2022-09-14	Confirmada
818	25	2024-08-03	Cancelada
819	25	2025-06-24	Cancelada
820	64	2022-11-11	Cancelada
821	7	2020-12-21	Pendiente
822	65	2021-05-03	En_transito
823	18	2022-11-18	Confirmada
824	19	2024-07-09	Cancelada
825	102	2020-10-01	En_transito
826	188	2024-03-25	Pendiente
827	105	2020-05-04	Pendiente
828	107	2022-05-20	Recibida
829	100	2025-06-17	En_transito
830	162	2024-11-27	En_transito
831	154	2022-07-30	Confirmada
832	36	2024-10-18	Confirmada
833	81	2024-07-05	Recibida
834	30	2024-01-31	En_transito
835	53	2022-05-22	Recibida
836	189	2022-01-31	Pendiente
837	157	2024-01-20	Recibida
838	194	2020-09-24	Cancelada
839	23	2025-06-18	En_transito
840	75	2025-08-23	Recibida
841	57	2022-11-07	En_transito
842	116	2021-02-15	Confirmada
843	195	2020-09-06	Cancelada
